AccidentDate,Timing,State,WeatherCondition,RoadCondition,Deaths,Reason
16-05-2004,Night,Texas,Foggy,Under Construction,8,Mechanical Failure
19-12-2008,Evening,North Carolina,Foggy,Fine,6,Distracted Driving
17-12-2009,Morning,Ohio,Foggy,Under Construction,3,Driver Fatigue
01-02-2020,Morning,Alaska,Clear,Rough,10,Drunk Driving
01-08-2013,Evening,Virginia,Clear,Under Construction,2,Drunk Driving
08-01-2015,Night,Illinois,Rainy,Fine,5,Speeding
07-04-2005,Afternoon,Wyoming,Clear,Rough,0,Distracted Driving
10-07-2006,Morning,Washington,Rainy,Under Construction,1,Drunk Driving
10-09-2008,Night,California,Clear,Under Construction,0,Road Conditions
09-12-2012,Night,New Mexico,Foggy,Fine,5,Road Conditions
09-01-2012,Night,Georgia,Clear,Fine,1,Speeding
22-04-2003,Morning,Washington,Clear,Rough,2,Distracted Driving
26-05-2011,Night,Indiana,Rainy,Rough,2,Mechanical Failure
13-01-2016,Night,Wisconsin,Rainy,Under Construction,9,Reckless Driving
25-11-2022,Evening,California,Clear,Fine,2,Driver Fatigue
21-12-2007,Night,Washington,Foggy,Fine,4,Road Conditions
30-04-2022,Night,California,Foggy,Fine,2,Distracted Driving
20-06-2021,Morning,Florida,Foggy,Under Construction,10,Reckless Driving
19-08-2002,Afternoon,Wyoming,Foggy,Under Construction,9,Weather Conditions
25-06-2016,Afternoon,Wisconsin,Rainy,Fine,2,Weather Conditions
14-10-2017,Afternoon,New York,Foggy,Rough,10,Distracted Driving
26-01-2011,Afternoon,Vermont,Foggy,Fine,3,Mechanical Failure
13-12-2017,Night,Virginia,Rainy,Fine,2,Drunk Driving
13-07-2002,Morning,Washington,Rainy,Fine,6,Weather Conditions
06-06-2012,Morning,South Carolina,Rainy,Under Construction,1,Drunk Driving
13-03-2001,Afternoon,Illinois,Clear,Fine,9,Driver Fatigue
04-08-2000,Night,West Virginia,Rainy,Rough,3,Weather Conditions
10-03-2022,Night,New Mexico,Foggy,Under Construction,8,Distracted Driving
27-01-2010,Night,Texas,Clear,Rough,4,Drunk Driving
04-01-2003,Afternoon,Colorado,Clear,Under Construction,1,Drunk Driving
23-12-2002,Night,New York,Foggy,Rough,8,Reckless Driving
31-08-2022,Morning,Montana,Clear,Rough,7,Road Conditions
07-03-2021,Night,New Mexico,Rainy,Rough,9,Reckless Driving
27-01-2016,Morning,New York,Foggy,Under Construction,5,Mechanical Failure
25-11-2006,Night,Nevada,Rainy,Fine,0,Driver Fatigue
09-07-2003,Evening,New Jersey,Clear,Under Construction,6,Distracted Driving
16-10-2007,Evening,Georgia,Rainy,Fine,8,Driver Fatigue
02-04-2015,Night,New Jersey,Clear,Fine,5,Mechanical Failure
03-06-2011,Night,Wyoming,Rainy,Fine,2,Distracted Driving
07-08-2017,Night,Washington,Rainy,Under Construction,6,Drunk Driving
27-03-2009,Evening,Minnesota,Foggy,Under Construction,6,Speeding
16-08-2002,Night,Louisiana,Foggy,Under Construction,4,Distracted Driving
13-10-2006,Night,New York,Rainy,Rough,2,Distracted Driving
26-04-2008,Night,Washington,Clear,Fine,8,Driver Fatigue
13-03-2022,Night,Arizona,Rainy,Fine,7,Speeding
20-01-2001,Morning,Louisiana,Rainy,Under Construction,0,Mechanical Failure
09-03-2012,Afternoon,Georgia,Foggy,Fine,5,Weather Conditions
09-07-2010,Afternoon,Washington,Rainy,Rough,1,Driver Fatigue
08-05-2003,Morning,Virginia,Foggy,Rough,9,Reckless Driving
11-07-2019,Afternoon,Arizona,Clear,Under Construction,10,Drunk Driving
18-02-2019,Night,Vermont,Foggy,Under Construction,0,Poor Visibility
23-08-2007,Afternoon,New York,Foggy,Under Construction,4,Road Conditions
02-01-2002,Afternoon,Alaska,Rainy,Under Construction,7,Speeding
22-06-2015,Afternoon,South Carolina,Foggy,Fine,2,Distracted Driving
24-12-2002,Night,South Carolina,Clear,Fine,1,Road Conditions
12-05-2009,Night,Iowa,Clear,Under Construction,7,Speeding
29-11-2007,Afternoon,Pennsylvania,Clear,Under Construction,1,Mechanical Failure
21-08-2018,Afternoon,New Jersey,Foggy,Under Construction,10,Distracted Driving
10-05-2011,Night,New Mexico,Foggy,Under Construction,7,Drunk Driving
16-06-2003,Afternoon,New Jersey,Clear,Fine,6,Drunk Driving
08-02-2016,Night,New Mexico,Rainy,Fine,3,Poor Visibility
23-11-2017,Night,Nevada,Clear,Under Construction,1,Poor Visibility
19-12-2021,Night,Vermont,Foggy,Fine,9,Weather Conditions
02-01-2010,Afternoon,West Virginia,Clear,Under Construction,6,Distracted Driving
07-10-2016,Morning,Louisiana,Rainy,Under Construction,1,Weather Conditions
20-12-2008,Night,Florida,Rainy,Under Construction,4,Weather Conditions
07-05-2005,Evening,Illinois,Rainy,Rough,5,Reckless Driving
27-12-2003,Night,New Mexico,Clear,Rough,7,Weather Conditions
26-07-2023,Morning,Ohio,Foggy,Rough,6,Weather Conditions
29-02-2016,Evening,Colorado,Clear,Fine,6,Mechanical Failure
17-02-2013,Morning,California,Clear,Rough,10,Weather Conditions
04-12-2019,Afternoon,Illinois,Foggy,Fine,2,Speeding
08-12-2014,Afternoon,Colorado,Rainy,Rough,0,Mechanical Failure
22-03-2023,Night,Illinois,Clear,Rough,10,Weather Conditions
02-11-2020,Evening,Montana,Rainy,Under Construction,2,Drunk Driving
20-08-2010,Afternoon,Texas,Foggy,Under Construction,1,Weather Conditions
01-11-2016,Night,Pennsylvania,Rainy,Fine,10,Reckless Driving
27-01-2013,Afternoon,Iowa,Clear,Fine,0,Mechanical Failure
25-09-2013,Night,Vermont,Foggy,Under Construction,2,Poor Visibility
08-05-2002,Night,Illinois,Rainy,Rough,10,Speeding
14-10-2010,Evening,Iowa,Clear,Fine,4,Driver Fatigue
02-09-2001,Afternoon,Georgia,Foggy,Under Construction,0,Drunk Driving
24-05-2014,Afternoon,Georgia,Clear,Under Construction,0,Speeding
25-08-2018,Morning,Wyoming,Clear,Fine,6,Mechanical Failure
09-07-2008,Evening,New Mexico,Foggy,Rough,0,Weather Conditions
04-06-2006,Night,North Carolina,Foggy,Under Construction,5,Poor Visibility
30-11-2001,Night,Georgia,Rainy,Under Construction,2,Distracted Driving
14-11-2022,Afternoon,Colorado,Clear,Fine,5,Speeding
22-03-2012,Evening,Washington,Rainy,Rough,1,Road Conditions
20-04-2018,Night,Pennsylvania,Clear,Rough,8,Mechanical Failure
30-01-2016,Afternoon,Michigan,Foggy,Rough,10,Distracted Driving
23-08-2019,Afternoon,Wisconsin,Clear,Under Construction,3,Speeding
29-10-2003,Night,Ohio,Rainy,Fine,6,Distracted Driving
28-02-2001,Evening,Vermont,Clear,Rough,9,Distracted Driving
11-09-2004,Night,West Virginia,Rainy,Under Construction,5,Driver Fatigue
12-07-2008,Morning,Georgia,Rainy,Fine,10,Mechanical Failure
21-12-2020,Night,Indiana,Clear,Rough,0,Mechanical Failure
26-02-2022,Afternoon,Florida,Foggy,Fine,2,Weather Conditions
29-11-2022,Night,Louisiana,Foggy,Rough,5,Driver Fatigue
18-03-2015,Afternoon,Virginia,Clear,Fine,1,Reckless Driving
27-08-2014,Night,Montana,Clear,Fine,1,Distracted Driving
11-11-2010,Afternoon,Georgia,Rainy,Fine,0,Road Conditions
02-03-2015,Night,Georgia,Foggy,Rough,9,Reckless Driving
18-06-2013,Night,Texas,Clear,Fine,9,Mechanical Failure
24-10-2016,Night,South Carolina,Clear,Rough,3,Poor Visibility
18-11-2022,Night,Iowa,Foggy,Fine,7,Weather Conditions
25-11-2009,Afternoon,Virginia,Clear,Fine,7,Weather Conditions
28-01-2015,Night,Pennsylvania,Foggy,Under Construction,8,Drunk Driving
24-10-2018,Evening,Georgia,Rainy,Fine,0,Reckless Driving
16-04-2020,Evening,Montana,Rainy,Fine,9,Weather Conditions
01-05-2009,Afternoon,California,Rainy,Fine,4,Poor Visibility
30-04-2023,Night,Vermont,Rainy,Rough,2,Weather Conditions
13-06-2000,Night,Florida,Foggy,Under Construction,6,Drunk Driving
04-10-2020,Morning,West Virginia,Rainy,Rough,6,Distracted Driving
07-06-2000,Evening,Florida,Foggy,Under Construction,4,Road Conditions
23-07-2009,Night,Louisiana,Rainy,Fine,9,Mechanical Failure
26-11-2012,Night,Pennsylvania,Clear,Rough,6,Road Conditions
15-12-2019,Morning,Nevada,Rainy,Under Construction,9,Speeding
09-11-2010,Night,Wyoming,Foggy,Fine,10,Poor Visibility
31-07-2001,Morning,Colorado,Clear,Under Construction,0,Road Conditions
04-10-2022,Afternoon,Iowa,Clear,Under Construction,7,Weather Conditions
23-05-2019,Afternoon,California,Foggy,Under Construction,1,Road Conditions
25-11-2013,Evening,Louisiana,Rainy,Under Construction,8,Road Conditions
26-01-2017,Evening,Virginia,Rainy,Rough,0,Weather Conditions
03-12-2017,Evening,Wisconsin,Rainy,Under Construction,0,Reckless Driving
28-07-2019,Night,West Virginia,Clear,Under Construction,1,Road Conditions
21-01-2021,Afternoon,New York,Rainy,Under Construction,5,Road Conditions
08-04-2018,Afternoon,Ohio,Rainy,Rough,3,Reckless Driving
23-02-2001,Evening,Illinois,Rainy,Fine,10,Speeding
02-02-2004,Night,Wisconsin,Clear,Fine,5,Distracted Driving
14-09-2004,Night,Wisconsin,Foggy,Fine,1,Drunk Driving
30-05-2022,Afternoon,Arizona,Rainy,Rough,8,Weather Conditions
13-07-2013,Night,Indiana,Foggy,Under Construction,10,Weather Conditions
10-09-2015,Morning,New York,Rainy,Rough,8,Weather Conditions
16-01-2022,Morning,Virginia,Rainy,Rough,7,Distracted Driving
02-02-2009,Morning,South Carolina,Foggy,Rough,4,Driver Fatigue
25-10-2002,Night,Florida,Rainy,Under Construction,5,Speeding
11-10-2003,Evening,Wyoming,Foggy,Rough,9,Road Conditions
03-12-2018,Night,South Carolina,Rainy,Fine,0,Driver Fatigue
13-09-2002,Night,Wyoming,Rainy,Fine,5,Mechanical Failure
23-01-2020,Afternoon,West Virginia,Rainy,Rough,2,Poor Visibility
04-10-2004,Evening,Nevada,Rainy,Rough,4,Driver Fatigue
18-01-2009,Night,Wyoming,Clear,Fine,4,Poor Visibility
23-05-2002,Afternoon,Montana,Foggy,Fine,9,Speeding
01-12-2017,Night,New Jersey,Clear,Under Construction,1,Speeding
03-05-2006,Morning,Minnesota,Foggy,Under Construction,1,Distracted Driving
08-01-2004,Afternoon,Nevada,Foggy,Fine,9,Reckless Driving
17-08-2008,Afternoon,California,Rainy,Rough,8,Driver Fatigue
16-04-2022,Morning,Wyoming,Foggy,Rough,4,Weather Conditions
05-11-2008,Night,Arizona,Foggy,Fine,6,Driver Fatigue
27-07-2001,Morning,Indiana,Rainy,Fine,6,Drunk Driving
17-05-2016,Afternoon,Michigan,Clear,Under Construction,2,Reckless Driving
18-10-2007,Night,Florida,Clear,Fine,9,Road Conditions
20-01-2023,Night,West Virginia,Clear,Rough,2,Distracted Driving
03-07-2007,Evening,Florida,Clear,Under Construction,10,Distracted Driving
19-04-2021,Night,New Mexico,Clear,Under Construction,5,Mechanical Failure
22-11-2001,Afternoon,Alaska,Clear,Under Construction,1,Drunk Driving
12-12-2000,Evening,Florida,Clear,Under Construction,10,Mechanical Failure
04-07-2004,Evening,Florida,Foggy,Fine,6,Distracted Driving
15-01-2003,Evening,Virginia,Clear,Rough,2,Poor Visibility
29-11-2014,Evening,Colorado,Clear,Under Construction,6,Drunk Driving
02-08-2016,Evening,Iowa,Foggy,Fine,0,Drunk Driving
27-02-2015,Afternoon,New Mexico,Rainy,Rough,9,Reckless Driving
28-05-2016,Afternoon,Iowa,Rainy,Rough,5,Distracted Driving
08-11-2022,Afternoon,West Virginia,Foggy,Rough,7,Road Conditions
26-07-2018,Night,Pennsylvania,Rainy,Fine,0,Poor Visibility
22-08-2022,Afternoon,Pennsylvania,Rainy,Under Construction,0,Reckless Driving
01-06-2018,Evening,Nevada,Clear,Fine,4,Speeding
29-01-2009,Night,North Carolina,Rainy,Under Construction,2,Road Conditions
20-01-2000,Night,Minnesota,Rainy,Rough,1,Drunk Driving
26-06-2008,Afternoon,Texas,Clear,Under Construction,2,Speeding
27-01-2016,Evening,California,Rainy,Rough,10,Speeding
21-02-2003,Night,Florida,Foggy,Under Construction,10,Poor Visibility
04-12-2011,Night,Minnesota,Rainy,Rough,0,Weather Conditions
01-12-2016,Afternoon,New Jersey,Rainy,Under Construction,0,Road Conditions
26-06-2005,Morning,Nevada,Clear,Fine,3,Speeding
08-07-2010,Night,North Carolina,Rainy,Rough,5,Mechanical Failure
10-11-2015,Evening,Wyoming,Foggy,Fine,3,Distracted Driving
29-01-2006,Night,Alaska,Foggy,Rough,7,Distracted Driving
15-05-2023,Night,California,Clear,Under Construction,2,Mechanical Failure
11-12-2001,Evening,Michigan,Clear,Rough,1,Road Conditions
06-12-2010,Night,Georgia,Foggy,Rough,9,Speeding
09-09-2010,Night,Louisiana,Foggy,Under Construction,7,Road Conditions
30-06-2013,Afternoon,Louisiana,Clear,Under Construction,2,Mechanical Failure
27-02-2008,Morning,Wyoming,Rainy,Fine,1,Distracted Driving
06-07-2019,Morning,Vermont,Foggy,Fine,1,Drunk Driving
21-04-2009,Morning,Texas,Clear,Rough,7,Driver Fatigue
27-02-2009,Evening,Texas,Clear,Under Construction,3,Road Conditions
20-10-2007,Night,Iowa,Foggy,Fine,2,Road Conditions
12-01-2008,Morning,Illinois,Clear,Fine,4,Reckless Driving
30-01-2019,Night,Arizona,Rainy,Under Construction,4,Distracted Driving
28-01-2012,Afternoon,Colorado,Clear,Rough,7,Speeding
21-12-2019,Morning,Washington,Clear,Under Construction,3,Reckless Driving
11-11-2019,Night,Iowa,Foggy,Fine,9,Weather Conditions
21-02-2004,Night,New York,Rainy,Fine,7,Weather Conditions
04-03-2021,Morning,Nevada,Foggy,Under Construction,8,Weather Conditions
13-06-2010,Night,Washington,Clear,Fine,2,Reckless Driving
03-08-2014,Afternoon,New Mexico,Foggy,Fine,10,Distracted Driving
26-12-2002,Night,Alaska,Foggy,Under Construction,2,Speeding
28-02-2015,Night,North Carolina,Foggy,Under Construction,10,Reckless Driving
16-11-2012,Morning,New Jersey,Foggy,Fine,6,Mechanical Failure
16-08-2015,Afternoon,Washington,Clear,Under Construction,0,Distracted Driving
25-10-2020,Night,New Mexico,Foggy,Under Construction,4,Reckless Driving
29-05-2008,Morning,Georgia,Rainy,Under Construction,6,Mechanical Failure
10-01-2003,Night,Alaska,Foggy,Fine,7,Weather Conditions
25-02-2023,Morning,New Jersey,Rainy,Under Construction,2,Reckless Driving
26-09-2012,Afternoon,New York,Rainy,Rough,8,Weather Conditions
22-12-2009,Evening,Florida,Foggy,Rough,0,Drunk Driving
15-08-2012,Morning,New Jersey,Rainy,Under Construction,8,Mechanical Failure
18-07-2020,Afternoon,Wisconsin,Rainy,Under Construction,1,Mechanical Failure
21-10-2012,Night,Ohio,Clear,Fine,0,Drunk Driving
17-04-2020,Night,Vermont,Foggy,Under Construction,10,Weather Conditions
14-08-2004,Morning,Virginia,Clear,Fine,1,Drunk Driving
08-11-2012,Night,New Mexico,Foggy,Fine,7,Speeding
12-11-2012,Night,Nevada,Rainy,Under Construction,1,Mechanical Failure
30-09-2018,Morning,Georgia,Foggy,Fine,1,Poor Visibility
12-12-2019,Night,Colorado,Foggy,Rough,3,Speeding
02-10-2023,Morning,Georgia,Rainy,Rough,2,Driver Fatigue
06-05-2017,Night,Ohio,Foggy,Fine,6,Weather Conditions
21-09-2013,Night,Illinois,Foggy,Under Construction,4,Poor Visibility
11-10-2023,Afternoon,Texas,Foggy,Under Construction,10,Road Conditions
10-02-2009,Morning,Minnesota,Rainy,Under Construction,1,Speeding
26-12-2015,Morning,New Mexico,Foggy,Fine,7,Driver Fatigue
19-10-2003,Afternoon,Wisconsin,Foggy,Rough,2,Mechanical Failure
23-09-2004,Evening,Ohio,Rainy,Rough,2,Reckless Driving
02-10-2000,Night,Colorado,Clear,Rough,6,Weather Conditions
16-04-2002,Afternoon,Pennsylvania,Rainy,Fine,0,Driver Fatigue
29-01-2017,Evening,New Jersey,Clear,Fine,6,Driver Fatigue
20-08-2001,Morning,Colorado,Clear,Rough,8,Road Conditions
24-08-2005,Evening,Iowa,Foggy,Rough,9,Distracted Driving
22-04-2013,Evening,Indiana,Clear,Rough,9,Drunk Driving
22-12-2003,Evening,Ohio,Rainy,Rough,6,Speeding
10-06-2009,Morning,Colorado,Clear,Rough,2,Distracted Driving
30-07-2019,Afternoon,Nevada,Rainy,Fine,8,Driver Fatigue
31-03-2018,Morning,Wisconsin,Foggy,Rough,10,Mechanical Failure
30-09-2020,Night,Minnesota,Rainy,Rough,0,Driver Fatigue
24-07-2018,Afternoon,Pennsylvania,Rainy,Rough,0,Mechanical Failure
13-11-2016,Evening,Indiana,Foggy,Fine,6,Driver Fatigue
12-01-2001,Evening,New Mexico,Clear,Under Construction,0,Road Conditions
06-03-2013,Afternoon,Washington,Foggy,Fine,10,Speeding
27-09-2013,Morning,New Jersey,Foggy,Under Construction,4,Mechanical Failure
30-08-2016,Morning,New York,Clear,Rough,0,Poor Visibility
19-11-2008,Night,Ohio,Foggy,Fine,3,Mechanical Failure
24-08-2022,Night,Virginia,Rainy,Under Construction,1,Speeding
16-04-2011,Night,Minnesota,Rainy,Rough,7,Speeding
20-12-2004,Night,Washington,Clear,Under Construction,0,Road Conditions
21-02-2004,Night,West Virginia,Foggy,Fine,10,Reckless Driving
21-03-2019,Morning,Texas,Clear,Rough,8,Reckless Driving
20-06-2015,Night,Vermont,Clear,Under Construction,4,Distracted Driving
29-12-2002,Night,California,Clear,Under Construction,4,Distracted Driving
14-04-2021,Night,Vermont,Clear,Rough,7,Road Conditions
04-08-2009,Night,New Jersey,Foggy,Fine,0,Poor Visibility
19-11-2009,Night,New Jersey,Foggy,Under Construction,9,Poor Visibility
10-07-2001,Night,New Mexico,Rainy,Rough,10,Driver Fatigue
15-07-2002,Night,Montana,Foggy,Under Construction,4,Weather Conditions
14-10-2019,Night,Louisiana,Clear,Rough,2,Weather Conditions
24-07-2013,Afternoon,Ohio,Clear,Rough,2,Road Conditions
29-03-2009,Night,North Carolina,Foggy,Under Construction,8,Road Conditions
01-10-2018,Night,Florida,Foggy,Fine,6,Drunk Driving
24-07-2005,Night,Montana,Foggy,Fine,5,Mechanical Failure
18-05-2012,Afternoon,Colorado,Foggy,Under Construction,0,Driver Fatigue
23-01-2015,Evening,Georgia,Clear,Under Construction,6,Speeding
01-01-2018,Morning,Indiana,Foggy,Under Construction,6,Distracted Driving
08-05-2014,Afternoon,Montana,Rainy,Under Construction,6,Mechanical Failure
14-02-2023,Morning,Montana,Rainy,Under Construction,6,Distracted Driving
21-03-2017,Morning,North Carolina,Clear,Rough,9,Road Conditions
13-04-2002,Morning,Ohio,Clear,Rough,1,Weather Conditions
05-12-2007,Night,Ohio,Clear,Under Construction,8,Poor Visibility
14-11-2007,Night,Michigan,Rainy,Rough,7,Driver Fatigue
18-02-2004,Morning,Nevada,Foggy,Rough,10,Poor Visibility
28-07-2012,Morning,West Virginia,Foggy,Fine,1,Weather Conditions
05-02-2016,Night,Washington,Rainy,Fine,0,Weather Conditions
02-02-2013,Night,West Virginia,Rainy,Fine,3,Road Conditions
20-12-2009,Night,Arizona,Rainy,Fine,10,Poor Visibility
12-02-2006,Afternoon,Iowa,Clear,Rough,3,Mechanical Failure
07-06-2014,Morning,Virginia,Foggy,Fine,2,Poor Visibility
06-03-2014,Morning,Florida,Clear,Fine,1,Road Conditions
10-11-2014,Morning,Florida,Clear,Under Construction,1,Mechanical Failure
14-04-2010,Night,Pennsylvania,Rainy,Rough,4,Mechanical Failure
12-06-2021,Night,South Carolina,Foggy,Fine,5,Road Conditions
07-08-2011,Night,West Virginia,Foggy,Rough,9,Speeding
14-12-2022,Night,Ohio,Clear,Under Construction,3,Speeding
07-01-2009,Afternoon,New York,Rainy,Rough,4,Distracted Driving
17-02-2012,Evening,Iowa,Foggy,Fine,5,Weather Conditions
17-11-2022,Afternoon,Alaska,Foggy,Fine,4,Poor Visibility
24-04-2010,Evening,Pennsylvania,Foggy,Under Construction,4,Road Conditions
03-12-2011,Night,Minnesota,Clear,Rough,9,Poor Visibility
22-08-2019,Afternoon,Minnesota,Clear,Under Construction,9,Poor Visibility
10-01-2016,Night,Alaska,Clear,Under Construction,5,Reckless Driving
25-03-2001,Morning,Nevada,Rainy,Fine,10,Speeding
15-11-2019,Afternoon,Iowa,Clear,Under Construction,0,Weather Conditions
01-01-2013,Afternoon,New York,Rainy,Under Construction,10,Drunk Driving
05-08-2020,Morning,Washington,Clear,Under Construction,5,Road Conditions
29-10-2017,Night,California,Rainy,Rough,3,Drunk Driving
10-01-2016,Afternoon,Virginia,Rainy,Under Construction,4,Driver Fatigue
11-01-2018,Night,Florida,Rainy,Rough,4,Mechanical Failure
14-08-2018,Night,Florida,Rainy,Under Construction,3,Mechanical Failure
22-06-2001,Evening,Nevada,Clear,Fine,7,Reckless Driving
12-04-2004,Afternoon,New Jersey,Foggy,Under Construction,2,Mechanical Failure
05-06-2023,Night,Vermont,Foggy,Fine,8,Road Conditions
29-01-2000,Morning,Wyoming,Clear,Rough,5,Mechanical Failure
26-10-2011,Night,Montana,Foggy,Fine,9,Mechanical Failure
06-06-2010,Morning,Washington,Foggy,Fine,9,Mechanical Failure
04-12-2007,Night,Indiana,Foggy,Under Construction,5,Drunk Driving
10-10-2013,Afternoon,Wisconsin,Clear,Rough,6,Mechanical Failure
19-06-2015,Afternoon,New York,Rainy,Fine,8,Drunk Driving
26-04-2004,Morning,Ohio,Foggy,Rough,8,Weather Conditions
02-05-2023,Morning,Vermont,Rainy,Fine,3,Poor Visibility
16-11-2002,Afternoon,Indiana,Foggy,Rough,5,Mechanical Failure
06-09-2009,Night,Louisiana,Rainy,Rough,10,Reckless Driving
05-04-2014,Night,Iowa,Clear,Fine,9,Weather Conditions
14-10-2007,Afternoon,New Mexico,Rainy,Under Construction,5,Speeding
19-02-2017,Evening,Montana,Foggy,Under Construction,5,Mechanical Failure
19-12-2014,Evening,North Carolina,Foggy,Under Construction,7,Road Conditions
13-08-2013,Evening,New Mexico,Rainy,Fine,0,Mechanical Failure
08-11-2017,Evening,Michigan,Rainy,Fine,6,Poor Visibility
07-05-2001,Night,New Jersey,Rainy,Under Construction,6,Poor Visibility
06-04-2002,Night,Indiana,Clear,Rough,7,Drunk Driving
05-06-2009,Evening,Washington,Foggy,Fine,9,Speeding
06-05-2021,Afternoon,Alaska,Clear,Fine,10,Driver Fatigue
20-02-2007,Afternoon,New Jersey,Foggy,Rough,1,Driver Fatigue
15-04-2011,Morning,South Carolina,Rainy,Under Construction,5,Driver Fatigue
01-04-2006,Afternoon,New Jersey,Foggy,Fine,10,Driver Fatigue
06-02-2007,Evening,South Carolina,Foggy,Under Construction,3,Drunk Driving
19-06-2020,Night,Colorado,Foggy,Rough,0,Driver Fatigue
07-09-2009,Night,Montana,Rainy,Rough,9,Weather Conditions
07-05-2010,Evening,Texas,Clear,Under Construction,7,Reckless Driving
10-01-2017,Night,New Mexico,Foggy,Under Construction,1,Speeding
19-11-2014,Morning,New York,Clear,Fine,0,Distracted Driving
18-12-2000,Morning,Ohio,Clear,Fine,1,Distracted Driving
28-03-2019,Night,Indiana,Rainy,Under Construction,9,Poor Visibility
25-11-2018,Afternoon,Montana,Foggy,Under Construction,9,Driver Fatigue
19-07-2007,Morning,Wisconsin,Clear,Rough,8,Speeding
06-02-2015,Evening,Montana,Foggy,Under Construction,7,Driver Fatigue
22-09-2021,Morning,Pennsylvania,Rainy,Under Construction,2,Driver Fatigue
22-02-2015,Night,Iowa,Clear,Rough,5,Poor Visibility
01-12-2009,Morning,West Virginia,Rainy,Under Construction,5,Distracted Driving
19-04-2009,Night,Florida,Clear,Under Construction,10,Drunk Driving
06-12-2018,Night,Colorado,Clear,Fine,4,Mechanical Failure
10-10-2010,Afternoon,Georgia,Foggy,Fine,6,Reckless Driving
02-10-2010,Night,New York,Foggy,Under Construction,1,Poor Visibility
28-04-2005,Morning,Texas,Foggy,Fine,2,Road Conditions
16-02-2002,Night,Washington,Rainy,Under Construction,3,Poor Visibility
14-10-2013,Night,New Jersey,Clear,Fine,0,Drunk Driving
13-04-2012,Night,Florida,Rainy,Rough,8,Road Conditions
17-12-2012,Night,Minnesota,Clear,Rough,4,Distracted Driving
23-02-2003,Night,Wisconsin,Clear,Fine,1,Distracted Driving
20-03-2008,Morning,Montana,Foggy,Under Construction,9,Distracted Driving
22-12-2021,Night,Colorado,Foggy,Under Construction,3,Poor Visibility
06-09-2012,Morning,Alaska,Clear,Under Construction,3,Poor Visibility
26-10-2000,Afternoon,Indiana,Clear,Fine,4,Drunk Driving
13-12-2017,Evening,New York,Foggy,Fine,7,Drunk Driving
10-04-2003,Evening,Michigan,Clear,Rough,5,Reckless Driving
27-03-2018,Afternoon,Minnesota,Rainy,Fine,2,Distracted Driving
02-03-2017,Night,Indiana,Rainy,Fine,9,Poor Visibility
30-10-2011,Night,Arizona,Clear,Rough,0,Poor Visibility
23-03-2007,Afternoon,Arizona,Foggy,Under Construction,10,Road Conditions
21-06-2003,Morning,Minnesota,Foggy,Fine,5,Road Conditions
21-07-2003,Night,Wisconsin,Clear,Fine,4,Reckless Driving
13-02-2011,Afternoon,Georgia,Rainy,Fine,10,Drunk Driving
01-03-2020,Afternoon,North Carolina,Clear,Under Construction,1,Distracted Driving
04-03-2013,Night,New Jersey,Foggy,Fine,0,Reckless Driving
25-04-2005,Morning,Indiana,Clear,Under Construction,0,Reckless Driving
31-01-2012,Night,Louisiana,Foggy,Fine,4,Mechanical Failure
17-06-2008,Night,Virginia,Rainy,Fine,0,Road Conditions
06-10-2002,Afternoon,Alaska,Clear,Under Construction,2,Weather Conditions
21-06-2021,Evening,Michigan,Rainy,Under Construction,9,Speeding
08-01-2006,Morning,Virginia,Rainy,Under Construction,5,Speeding
04-04-2022,Evening,New Jersey,Foggy,Fine,1,Driver Fatigue
29-04-2011,Evening,Nevada,Clear,Fine,1,Drunk Driving
29-10-2009,Afternoon,Nevada,Foggy,Fine,6,Speeding
06-11-2006,Evening,Indiana,Clear,Fine,1,Road Conditions
31-05-2005,Afternoon,New York,Clear,Fine,0,Weather Conditions
31-03-2011,Afternoon,Vermont,Foggy,Fine,0,Distracted Driving
06-08-2001,Afternoon,Alaska,Foggy,Under Construction,4,Drunk Driving
05-06-2012,Afternoon,New Jersey,Rainy,Under Construction,9,Driver Fatigue
16-03-2003,Afternoon,California,Rainy,Rough,8,Distracted Driving
05-02-2023,Evening,California,Rainy,Fine,4,Poor Visibility
31-07-2013,Night,Alaska,Clear,Rough,3,Mechanical Failure
17-04-2005,Morning,New Mexico,Rainy,Fine,10,Distracted Driving
16-10-2006,Morning,California,Foggy,Under Construction,2,Weather Conditions
18-02-2003,Night,Virginia,Foggy,Under Construction,3,Reckless Driving
21-09-2019,Night,Louisiana,Clear,Fine,3,Weather Conditions
20-01-2003,Afternoon,West Virginia,Clear,Rough,3,Speeding
30-10-2013,Evening,West Virginia,Foggy,Under Construction,3,Weather Conditions
06-12-2006,Night,Ohio,Clear,Fine,9,Road Conditions
05-02-2020,Night,New York,Foggy,Under Construction,7,Drunk Driving
27-01-2023,Afternoon,Wisconsin,Rainy,Rough,8,Road Conditions
22-08-2011,Afternoon,Michigan,Rainy,Under Construction,4,Drunk Driving
28-05-2016,Morning,Alaska,Rainy,Rough,8,Distracted Driving
16-05-2011,Morning,Iowa,Foggy,Fine,1,Driver Fatigue
11-03-2022,Morning,Colorado,Rainy,Fine,0,Road Conditions
13-01-2001,Evening,West Virginia,Clear,Under Construction,6,Weather Conditions
06-01-2019,Afternoon,Texas,Clear,Rough,6,Driver Fatigue
